,contentId,title,genre,content,imgUrl,contentRating,createdYear,type
22,2734,로 앤 오더: 성범죄 전담반,"['Crime', 'Drama', 'Mystery']",추악한 성범죄를 수사하는 뉴욕 경찰 성범죄전담수사반의 활약을 그린 드라마.,https://image.tmdb.org/t/p/w342/e8cx3BVz6jJDLEgW02UQhEBtsZw.jpg,8.0,1999-09-20,tv
23,73586,옐로우스톤,"['Western', 'Drama']",미국 최초의 국립 공원과 국경을 접하는 사람들의 지속적인 공격을 받으면서 미국에서 가장 큰 목장을 관리하는 존 던트의 이야기,https://image.tmdb.org/t/p/w342/nmHvUWkUovDEJwZPlyPOktEzHf.jpg,8.1,2018-06-20,tv
24,63174,루시퍼,"['Crime', 'Sci-Fi & Fantasy']",지긋지긋한 지옥 생활을 청산하고 은퇴를 선언한 악마. LA로 와 나이트클럽을 열고 인생을 즐기던 어느 날 강력계 형사를 만나면서 새로운 삶을 살기 시작한다.,https://image.tmdb.org/t/p/w342/4EYPN5mVIhKLfxGruy7Dy41dTVn.jpg,8.5,2016-01-25,tv
25,126280,섹스/라이프,"['Comedy', 'Drama']","아내이자 엄마로 살아가는 그녀. 하지만 대담하고 관능적인 과거가 평온한 현재를 뒤흔든다. 그가 다시 나타났기 때문이다. 언제나 그녀 마음에 남아있던 남자, 불꽃처럼 타오르던 나쁜 남자가.",https://image.tmdb.org/t/p/w342/kfcJl5e8CRWDU7e4vX6uNABPRbS.jpg,7.1,2021-06-25,tv
26,1399,왕좌의 게임,"['Sci-Fi & Fantasy', 'Drama', 'Action & Adventure']","2011년 4월 HBO에서 방영을 시작한 판타지물. 조지 R.R. 마틴의 얼음과 불의 노래를 원작으로 한다. 웨스테로스 대륙의 7개의 국가와 하위 몇 개의 국가들로 구성된 연맹 국가인 칠 왕국의 통치권, 철 왕좌를 차지하기 위한 싸움을 그려낸 드라마이다. 왕좌를 차지하기 위한 귀족 가문의 다툼 외에도 북부에 존재하는 미지의 위협인 백귀, 그리고 15년 전에 내전으로 인해 살해된 왕의 딸인 대너리스 타르가르옌이 자신이 추방당한 웨스테로스를 향해 왕권 회복을 도전하는 이야기가 함께 들어있다.",https://image.tmdb.org/t/p/w342/lxfllsQQ32gKglUxrM61WaFeNcy.jpg,8.4,2011-04-17,tv
27,1434,쇼킹 패밀리,"['Animation', 'Comedy']","로드 아일랜드의 쿼호그라는 도시에서 살아가는 가장 피터, 아내 로이스, 장녀 메그, 차남 크리스, 막내 스튜이, 개 브라이언으로 이루어진 그리핀 가족과 그 주변인들의 일상을 다루고 있다.",https://image.tmdb.org/t/p/w342/eWWCRjBfLyePh2tfZdvNcIvKSJe.jpg,7.3,1999-01-31,tv
28,71712,굿 닥터,['Drama'],자폐증을 가진 젊은 외과 의사가 명문 병원에 들어가게된다. 이에 사람들과 소통하지 못하는 의사가 사람의 목숨을 구할 수 있을 까 하는 의문이 제기되는데...,https://image.tmdb.org/t/p/w342/luhKkdD80qe62fwop6sdrXK9jUT.jpg,8.5,2017-09-25,tv
29,116416,Big Brother 7/7,['Reality'],,https://image.tmdb.org/t/p/w342/iUYrQyv0p4UncFolsROm81VNbcB.jpg,3.9,2021-01-11,tv
30,137430,멀티버스의 밀라,"['Sci-Fi & Fantasy', 'Action & Adventure']","멀티버스를 여행하며 엄마 일리스를 찾으려는 16살 소녀 밀라의 모험 이야기. 멀티버스를 여행하며 수상하고 위험한 조직의 요원들을 마주하게 되는데, 이들은 모든 세계를 파괴하려 한다. 밀라는 광활한 멀티버스를 구하기 위해 이들과 맞서 싸워야 한다.",https://image.tmdb.org/t/p/w342/ojqIechyCSSM87li6oL2Wyt9zhJ.jpg,6.9,2023-01-25,tv
31,114410,체인소 맨,"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedy']","'체인소의 악마'포치타와 함께 데블 헌터로 사는 소년 덴지. 부모가 남긴 빚을 갚기 위해, 가난한 생활을 하던 중, 배신을 당해 죽임을 당하고 만다. 희미해지는 의식 속에서, 덴지는 '포치타'와 계약을 맺고, 악마의 심장을 가진 자 '체인소 맨'으로 되살아난다~!",https://image.tmdb.org/t/p/w342/eblIShqBgVPmRt86f4e02ouDNhE.jpg,8.7,2022-10-12,tv
32,104877,러브 이즈 인 더 에어,"['Drama', 'Comedy']",,https://image.tmdb.org/t/p/w342/nzBenFJ2D2MCWTwTt2uc4BGWLtA.jpg,8.2,2020-07-08,tv
33,85425,Drága örökösök,['Comedy'],,https://image.tmdb.org/t/p/w342/r6B4o4Bgg7cQmt8XDsGsyYaLHmP.jpg,5.2,2019-01-01,tv
34,60625,릭 앤 모티,"['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Action & Adventure']",술에 절어 사는 천재 과학자 릭은 투정이 심한 10대 손자 모티를 데리고 외계와 대체 현실로 아슬아슬한 모험을 떠난다.,https://image.tmdb.org/t/p/w342/cvhNj9eoRBe5SxjCbQTkh05UP5K.jpg,8.7,2013-12-02,tv
35,1622,수퍼내추럴,"['Drama', 'Mystery', 'Sci-Fi & Fantasy']","어린 시절, 샘과 딘은 정체를 알 수 없는 악마의 힘의 의해 어머니를 잃는다. 그로 인해, 그들의 아버지는 자식들을 헌터로 키우며, 미국 각지에 흩어져 있는 초자연적인 악과 괴물들을 처치하는 법을 가르친다.

이제 두 윈체스터 형제들은 67년형 쉐비 임팔라에 몸을 싣고 미전역을 가로지르며 그들과 마주치는 모든 초자연적인 위협들을 처리해나가기 시작하는데...",https://image.tmdb.org/t/p/w342/dpkz4yiXoaYvYP2WoRP09UmrAh6.jpg,8.3,2005-09-13,tv
36,60574,피키 블라인더스,"['Drama', 'Crime']","2013년 9월 BBC Two에서 방영을 시작한 시대극. 1차 세계대전 직후인 1919년 영국 버밍엄, 토마스 셸비를 주축으로 한 셸비 가문은 악명 높은 범죄 조직인 피키 블라인더스를 이끌고 암흑가의 정상을 차지하기 위해 수단과 방법을 가리지 않는다.",https://image.tmdb.org/t/p/w342/bGZn5RVzMMXju4ev7xbl1aLdXqq.jpg,8.5,2013-09-12,tv
37,204095,Mar do Sertão,"['Soap', 'Drama']",,https://image.tmdb.org/t/p/w342/ixgnqO8xhFMb1zr8RRFsyeZ9CdD.jpg,4.6,2022-08-22,tv
38,111551,Χαιρέτα μου τον Πλάτανο,['Comedy'],,https://image.tmdb.org/t/p/w342/vAu6or1W4G1q7wJxQfDmATtnIg.jpg,5.6,2020-10-12,tv
39,19530,霹雳布袋戏,"['Action & Adventure', 'Drama']",,https://image.tmdb.org/t/p/w342/c6CKmPSXO8omy0eHQX7TcEtz72i.jpg,7.8,1988-06-01,tv
40,2190,사우스 파크,"['Animation', 'Comedy']","사우스 파크 마을에 사는 꼬맹이 4인방. 생김새는 평범하지만 입은 거칠고 생각은 험하다. 정치, 연예, 문화, 시사까지 성역 없이 던져지는 녀석들의 돌직구. 사우스 파크만의 사이다 멘트와 블랙 유머가 살아있는 어른용 애니메이션.",https://image.tmdb.org/t/p/w342/iwL7WzUfFKOP0bNFYXNjgjlLetQ.jpg,8.3,1997-08-13,tv
41,206164,Dejémonos de Vargas,['Drama'],,https://image.tmdb.org/t/p/w342/d0bthLld2QnL0qAoeSkfDa639pz.jpg,8.0,2022-07-13,tv
42,4614,NCIS,"['Crime', 'Drama', 'Action & Adventure']",NCIS는 미국의 수사드라마 시리즈로 미해군과 해병대 관련 범죄수사를 담당하는 가상의 해군범죄수사대에 관한 드라마.,https://image.tmdb.org/t/p/w342/2exOHePjOTquUsbThPGhuEjYTyA.jpg,7.6,2003-09-23,tv
43,157744,1923,"['Drama', 'Western']","""옐로우스톤"" 그 이전의 이야기. 기록적인 가뭄과 대공황 등 20세기 초반의 역경과 고난의 시간 속 서부 산맥에서 살아남기 위해 고군분투했던 더튼 가문의 이야기",https://image.tmdb.org/t/p/w342/2tfMBVrn1Snta0vTj18ryBo3JDT.jpg,8.5,2022-12-18,tv
44,37680,슈츠,['Drama'],"뜻밖의 행운일까, 아니면 뛰어난 재능일까. 뉴욕의 거대 로펌에 들어간 대학 중퇴 청년. 엘리트 변호사와 의기투합한 그가 시시하고 따분한 세상을 상대로 소송을 건다.",https://image.tmdb.org/t/p/w342/lvYWwQj89ioSk9WzhC1KEujmpWa.jpg,8.2,2011-06-23,tv
45,153870,Shark Tank India,['Reality'],,https://image.tmdb.org/t/p/w342/kDZhUEwqWrRkG6W2Y0WIYTstb0K.jpg,7.4,2021-12-20,tv
46,128839,라 브레아,"['Drama', 'Sci-Fi & Fantasy', 'Action & Adventure']","거대한 싱크홀이 로스엔젤레스 한복판에서 생기면서 수백 명의 사람들과 건물들이 깊은 곳으로 빠져든다.  싱크홀에 빠진 사람들은 신비롭고 위험한 원시시대에 있다는것을 알게 되고 살아남기 위해 서로 뭉친다.  한편, 세계의 다른 국가들은 무슨 일이 일어났는지 이해하려고 필사적으로 노력한다.  이번 재난으로 분열된 한 가족은 서로에게 돌아가는 길을 찾기 위해 설명할 수 없는 이 사건의 비밀을 풀어야 한다.",https://image.tmdb.org/t/p/w342/6tAzoo2e9GpJt4tfiRkNHx97e36.jpg,7.4,2021-09-28,tv
47,4057,크리미널 마인드,"['Crime', 'Drama', 'Mystery']","FBI 프로파일러로 구성된 정예 팀이 미국에서 가장 뒤틀린 범죄자들의 심리를 분석하고, 범죄를 또 저지르기 전에 다음 수를 예측한다. 팀원들은 함께 성장하며, 이 행동 분석팀은 전문 지식으로 범죄자의 동기를 찾아내고 범죄를 저지하는 노력을 계속한다.",https://image.tmdb.org/t/p/w342/uwIn1RjOlE5qAwLjiq9poCkK51t.jpg,8.3,2005-09-22,tv
48,209505,Μαύρο Ρόδο,['Drama'],,https://image.tmdb.org/t/p/w342/5AnWY9onA6a8GJZuDLeeQohh2PG.jpg,4.0,2022-10-03,tv
49,207863,앤 라이스의 메이페어 마녀들,"['Drama', 'Sci-Fi & Fantasy']",젊은 신경외과 닥터 로완 필딩은 소원해진 엄마 데어드레 메이페어가 죽은 후 자신이  마녀 왕조 메이페어 패밀리의 상속자라는 사실을 우연히 알게 된다. 그녀는 새로 발견한 힘과 씨름하면서 여러 세대에 걸쳐 가족을 괴롭힌 불길한 존재와 싸워야 하는 운명을 지게된다.,https://image.tmdb.org/t/p/w342/zKRBfuRWGbs9R2nxhlNP8CfArUh.jpg,7.2,2023-01-08,tv
50,44217,바이킹스,"['Action & Adventure', 'Drama', 'War & Politics']",2013년 3월 History에서 방영을 시작한 역사물. 바이킹 영웅 라그나 로스브로크는 새로운 대륙을 향해 탐험하고 싶어하지만 카테가트의 영주인 백작은 모험적인 항해를 원치 않아 라그나의 의견을 묵살한다. 라그나는 친구이자 배를 만드는 기술자인 플로키의 도움을 받아 백작 몰래 출항에 성공한다. 라그나는 새로운 대륙인 잉글랜드를 발견하고 동료들과 함께 노섬브리아 왕국 영토에 있는 수도원을 잔인하게 약탈하고 수도승 애설스탠을 노예로 삼는다. 처음 보는 바이킹의 야만적인 침략에 노섬브리아 왕국은 크게 분노하면서도 바이킹을 두려워하는데...,https://image.tmdb.org/t/p/w342/oktTNFM8PzdseiK1X0E0XhB6LvP.jpg,8.1,2013-03-03,tv
51,18165,뱀파이어 다이어리,"['Drama', 'Sci-Fi & Fantasy']","L. J. 스미스의 뱀파이어 다이어리 소설 시리즈 원작. 뉴욕 외곽도시, 미스틱 폴즈의 한 고등학교를 배경으로 두 뱀파이어 형제 스테판과 데미언, 그리고 인간 소녀 엘레나의 로맨스를 그린다.",https://image.tmdb.org/t/p/w342/4RHhqEdI2VV5wHp0rLmKAg9t9h6.jpg,8.3,2009-09-10,tv
52,157059,Poliana Moça,"['Soap', 'Action & Adventure', 'Family']",,https://image.tmdb.org/t/p/w342/17yQZnnodzS1ZrKcpqHnQV8eQGN.jpg,6.5,2022-03-21,tv
53,215546,Luv Is,['Drama'],,https://image.tmdb.org/t/p/w342/nwKL1HEx6IwK2cMzXFM9c0V1F3y.jpg,6.0,2023-01-16,tv
54,99966,지금 우리 학교는,"['Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']",좀비 바이러스 발생의 시발점이 된 고등학교. 이곳에 갇힌 학생들은 필사적으로 탈출구를 찾아야만 한다. 그렇지 않으면 감염되어 좀비가 될 뿐.,https://image.tmdb.org/t/p/w342/d9yefq8dNke4UbuqStBtUcO9TxD.jpg,8.4,2022-01-28,tv
55,1396,브레이킹 배드,['Drama'],2008년 1월 AMC에서 방영을 시작한 범죄 스릴러. Breaking Bad는 막가기를 뜻하는 미국 남부 지방의 속어이다. 한때 노벨화학상까지 바라 볼 정도로 뛰어난 과학자였던 고등학교 화학 교사 월터 화이트는 자신의 50세 생일 날에 폐암 3기 진단을 받는다. 어느 날 동서와 함께 마약 단속 현장을 참관한 그는 현장에서 달아나는 옛 제자 제시를 발견한다. 뇌성마비에 걸린 고등학생 아들과 임신한 아내를 위해 제시에게 동업을 제의한 월터는 자신의 화학지식을 이용해 전례없는 고순도 고품질의 메스암페타민을 제조한다.,https://image.tmdb.org/t/p/w342/ggFHVNu6YYI5L9pCfOacjizRGt.jpg,8.9,2008-01-20,tv
56,2288,프리즌 브레이크,"['Action & Adventure', 'Crime', 'Drama']","2005년 8월 FOX에서 방영을 시작한 스릴러. 로욜라 대학에서 건축학을 전공한 후 미들턴 재판소 건축 설계 엔지니어로 근무하던 마이클 스코필드(웬트워스 밀러)는 그의 형인 링컨(도미닉 퍼셀)이 부통령 동생의 살인 누명을 쓰고 수감되어 사형을 선고받자, 형을 탈옥시키고 누명을 벗기기 위해 몸 전체에 교도소의 지도를 문신으로 세기고 의도적으로 은행강도를 저질러 형이 있는 감옥에 수감된다. 하지만 그가 들어가기 전에 세워둔 완벽하다고 생각했던 계획들은 인간이라는 장애물 앞에 조금씩 어긋나기 시작한다.",https://image.tmdb.org/t/p/w342/4AyYGYGbHXDcsJaXK9rrSUpCYPe.jpg,8.1,2005-08-29,tv
57,85552,유포리아,"['Drama', 'Crime']","약물과 성, 트라우마, 범죄 그리고 소셜 미디어가 가득한 세상 속에서 사랑과 우정 사이에서 갈등하는 10대 청소년들의 이야기.",https://image.tmdb.org/t/p/w342/lRsDSuj98WQfXBCV44xMoG0G29M.jpg,8.4,2019-06-16,tv
58,94997,하우스 오브 드래곤,"['Sci-Fi & Fantasy', 'Drama', 'Action & Adventure']","대륙을 지배하는 타르가르옌 가문의 왕 비세리스 1세의 어린 딸 라에니라와, 왕의 난폭한 동생 다에몬이 왕위 계승을 노리면서 음모와 배신, 피와 죽음으로 얼룩지는 길고 긴 싸움이 시작된다. 아무도 넘볼 수 없는 절대 권력, 왕위 계승을 둘러싼 가문의 내전이 벌어진다.

2022년 8월 HBO에서 방영을 시작한, 조지 R.R. 마틴의 <얼음과 불의 노래> 시리즈의 외전 <불과 피>를 원작으로 하는 드라마.",https://image.tmdb.org/t/p/w342/lUCsnWP5RHgA0lV0lfme6grpxIR.jpg,8.5,2022-08-21,tv
59,5920,멘탈리스트,"['Crime', 'Drama', 'Mystery']","2008년 9월 CBS에서 방영을 시작한 범죄심리수사물. 예리한 관찰력과 날카로운 추리력을 가진 패트릭 제인은 사람들의 행동을 관찰해서 그 마음을 읽는 능력을 이용하여 돈벌이를 하며 살아가고 있었다. 그러다가 한 방송에서 연쇄살인범 레드존에 대한 언급을 하게 되고, 그로 인해 아내와 딸이 레드존에게 죽임을 당한다. 그 후 제인은 레드존에 대한 정보를 얻기 위해 CBI(캘리포니아 연방수사대)를 찾아가게 되고, 우연히 그들의 수사를 돕게 되면서 수사대의 자문위원이 되고 각종 범죄를 해결하며 레드존을 잡기 위한 정보도 취합해 간다.",https://image.tmdb.org/t/p/w342/acYXu4KaDj1NIkMgObnhe4C4a0T.jpg,8.4,2008-09-23,tv
60,131041,블루 록,"['Animation', 'Action & Adventure', 'Drama']","세계 제일의 에고이스트가 아니면,

세계 제일의 스트라이커가 될 수 없다.

일본을 월드컵 우승으로 이끌 스트라이커를 육성하기 위해

일본 축구 연맹은 어떤 계획을 내세웠다. 그 이름은 '블루 록(푸른 감옥)' 프로젝트.

그렇게 해서 모인 300명의 고등학생들.

거기에다 모두 FW(포워드) 포지션이었다.

299명의 축구 생명을 희생시켜 탄생할,

일본 축구에 혁명을 불러일으킬 스트라이커는 과연?

지금, 역사상 가장 뜨겁고 정신 나간 축구 애니메이션이 개막한다.",https://image.tmdb.org/t/p/w342/2FwZ4fzLowDvuNpFsfU211yUaHg.jpg,8.5,2022-10-09,tv
61,114868,종말의 발키리,"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']","7백만 년 인류 역사에 종지부를 찍기로 한 신들. 그들이 인간에게 마지막 기회를 준다. 전 세계의 신과 사상 최강의 인간이 일대일로 맞붙는 열세 번의 승부, ‘라그나로크’가 지금 시작된다.",https://image.tmdb.org/t/p/w342/ygE1AEV6pXFuCzbjS9ts59LxDm5.jpg,8.6,2021-06-17,tv
62,57532,퍼피 구조대,"['Animation', 'Kids']","퍼피구조대 대장 라이더와 용감한 여섯마리의 강아지 구조대의 이야기. 안전한 어드벤쳐 베이를 만들기 위한 라이더 대장과 여섯마리 귀여운 강아지 구조대의 끊임없는 연습과 도전! 경찰견 체이스와 소방견 마샬, 공사견 러블, 미화견 로키에 해양구조견 주마와 하늘을 나는 스카이까지! 여섯마리 강아지의 엉뚱발랄 신나는 구조활동을 지켜봐주세요!",https://image.tmdb.org/t/p/w342/juAmsE4GC6gql0L1HsDmABkLWuX.jpg,7.0,2013-08-12,tv
63,86430,존경하는 재판장님,['Drama'],"뉴올리언스 지역에서 존경받는 판사 마이클은 하나뿐인 아들을 두고 세상을 떠난 아내 대신 아들에게 최선을 다하며, 열심히 살아갑니다.그러나 아들이 자동차를 타고 운전을 하던 중에 누군가를 치게 되는 사고가 일어나고 아들은 그 순간 당황한 나머지 그대로 도망치게 됩니다. 드러나 아버지의 직업이 직업인지라 결국 아버지인 마이클에게 사실을 말하고 마이클도 이 상황이 당혹스럽지만 자수를 권유하고 같이 경찰서에 가게되는데..",https://image.tmdb.org/t/p/w342/1rWWgTEDFdV330aLgCoaq7I56lk.jpg,8.2,2020-12-06,tv
64,44006,시카고 파이어,['Drama'],시카고의 한 소방서를 배경으로 각자의 사연을 지닌 소방관들의 숭고한 직업정신을 그린 드라마.,https://image.tmdb.org/t/p/w342/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg,8.4,2012-10-10,tv
65,71728,영 셸든,['Comedy'],'빅뱅이론'의 주인공 셸든 쿠퍼의 어린 시절을 다룬 이야기.,https://image.tmdb.org/t/p/w342/MpdROQ5XxQqOMKhJlLUf7PTxIC.jpg,8.1,2017-09-25,tv
66,37757,MasterChef Greece,['Reality'],,https://image.tmdb.org/t/p/w342/h0MR8xGqddeeJHgqDuW14jW25ov.jpg,5.3,2010-10-03,tv
67,60572,포켓몬스터,"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']","관동지방의 태초마을에 살고 있는 주인공 지우는 오박사로부터 피카츄와 몬스터볼, 포켓몬도감을 받아 포켓몬 마스터를 목표로 여행을 나선다. 회색체육관, 갈색체육관 등에서 격렬한 시합과 여러 곳에서 이루어지는 포켓몬과의 만남.",https://image.tmdb.org/t/p/w342/vaXQOBNdQVtxUMN96cR4qQRxmoQ.jpg,7.7,1997-04-01,tv
68,2051,The Price Is Right,['Reality'],,https://image.tmdb.org/t/p/w342/x2wMeWFWJhEl0jVp9x5P5wmVBpw.jpg,6.2,1972-09-04,tv
69,78191,너의 모든 것,"['Mystery', 'Crime', 'Drama']","지적이고 영리한 서점 직원. 하지만 위험한 내면을 지닌 그가 작가 지망생에게 반한다. 마음이 끌리는 사람에게 다가가기 위해서라면, 무슨 짓이든 할 수 있다. 위험한 매력의 소유자, 집착의 끝을 보여주는 남자. 그의 소름 끼치는 로맨스가 시작된다.",https://image.tmdb.org/t/p/w342/5jKHUJATJDwLE7fAgH5NvTRipXS.jpg,8.1,2018-09-09,tv
