,actorId,name,actorImgUrl,known,contentId
28,3896,Liam Neeson,https://image.tmdb.org/t/p/w185/bboldwqSC6tdw2iL6631c98l2Mn.jpg,"['쉰들러 리스트', '스타워즈 에피소드 1: 보이지 않는 위험', '테이큰']","[424, 1893, 8681]"
29,34486,Ashley Johnson,https://image.tmdb.org/t/p/w185/8s36QwB7Zq3PrbY1W6a6ctTFFoe.jpg,"['어벤져스', '왓 위민 원트', '블라인드스팟']","[24428, 3981, 62710]"
30,3505950,Eden Dambrine,https://image.tmdb.org/t/p/w185/9u8byzr9LpFvuvYk7bep6l8U5Ow.jpg,['클로즈'],[901563]
31,1481740,Rose Van Ginkel,https://image.tmdb.org/t/p/w185/dT5SDLURXVNfXcW0w2A9NigbiYw.jpg,"['69 + 1', 'Diary ng Panget', 'Boy Bastos']","[861252, 269660, 939934]"
32,2963,Nicolas Cage,https://image.tmdb.org/t/p/w185/ar33qcWbEgREn07ZpXv5Pbj8hbM.jpg,"['크루즈 패밀리', '내셔널 트레져', '고스트 라이더']","[49519, 2059, 1250]"
33,1992160,Adam Demos,https://image.tmdb.org/t/p/w185/wbBOnt8uvizAaxfvf7qzrROpic4.jpg,"['폴링 인 러브', '섹스/라이프', '퍼펙트 페어링']","[623195, 126280, 934761]"
34,17419,Bryan Cranston,https://image.tmdb.org/t/p/w185/7Jahy5LZX2Fo8fGJltMreAI49hC.jpg,"['브레이킹 배드', '개들의 섬', '아르고']","[1396, 399174, 68734]"
35,2217743,Eduardo Scarpetta,https://image.tmdb.org/t/p/w185/glcOrvJ7BWtG1ILCskEIYuCMlFz.jpg,"['Carosello Carosone', '카프리 레볼루션', '웃음의 왕']","[790346, 537880, 668408]"
36,10859,Ryan Reynolds,https://image.tmdb.org/t/p/w185/52GxBTYdLLc3x3UVSplZdHqj4RR.jpg,"['데드풀', '데드풀 2', '프리 가이']","[293660, 383498, 550988]"
37,122158,Saori Hara,https://image.tmdb.org/t/p/w185/jIaYlo0zMRG2qLwH5yiDkifRlo7.jpg,"['옥보단 3D', '호니 하우스 오브 호러', '牙狼＜GARO＞']","[67308, 70000, 1941]"
38,1620,Michelle Yeoh,https://image.tmdb.org/t/p/w185/6oxvfyrrM3YmhgFZSqc8ESqPZoC.jpg,"['에브리씽 에브리웨어 올앳원스', '와호장룡', '007 네버 다이']","[545611, 146, 714]"
39,8691,Zoe Saldaña,https://image.tmdb.org/t/p/w185/vQBwmsSOAd0JDaEcZ5p43J9xzsY.jpg,"['아바타', '가디언즈 오브 갤럭시', '가디언즈 오브 갤럭시 Vol. 2']","[19995, 118340, 283995]"
40,119592,Aubrey Plaza,https://image.tmdb.org/t/p/w185/2arI3oBAJhV1PX6X6MeaBtBcdHI.jpg,"['사탄의 인형', '오 마이 그랜파', '안전은 보장할 수 없음']","[533642, 291870, 84332]"
41,2524,Tom Hardy,https://image.tmdb.org/t/p/w185/4CR1D9VLWZcmGgh4b6kKuY2NOel.jpg,"['매드 맥스: 분노의 도로', '베놈', '베놈 2: 렛 데어 비 카니지']","[76341, 335983, 580489]"
42,38673,Channing Tatum,https://image.tmdb.org/t/p/w185/e5p1xrGtPfpJBQR9Pt3B6W4buZP.jpg,"['주피터 어센딩', '21 점프 스트리트', '화이트 하우스 다운']","[76757, 64688, 117251]"
43,6384,Keanu Reeves,https://image.tmdb.org/t/p/w185/4D0PpNI0kmP58hgrwGC3wCjxhnm.jpg,"['매트릭스', '존 윅', '존 윅: 리로드']","[603, 245891, 324552]"
44,1137824,Mia Goth,https://image.tmdb.org/t/p/w185/wQYG6PNKSdbBW5WCkS5CPVB5oQj.jpg,"['X', '더 큐어', '더 하우스']","[760104, 340837, 926899]"
45,190,Clint Eastwood,https://image.tmdb.org/t/p/w185/dU35NnjZ4aGw5abIJe3WXVf3Eey.jpg,"['그랜 토리노', '석양의 무법자', '라스트 미션']","[13223, 429, 504172]"
46,2729190,Becky Armstrong,https://image.tmdb.org/t/p/w185/qV2xYw8lS0KQRrdKalvIgMgUOKi.jpg,"['ทฤษฎีสีชมพู', '탄타입', 'แอบหลงรัก']","[155513, 93975, 157430]"
47,18897,Jackie Chan,https://image.tmdb.org/t/p/w185/nraZoTzwJQPHspAVsKfgl3RXKKa.jpg,"['러시 아워', '러시 아워 2', '러시 아워 3']","[2109, 5175, 5174]"
48,1674162,Jonathan Majors,https://image.tmdb.org/t/p/w185/6hI9NKqF7J6FtrQu9Afr7ZqipIL.jpg,"['더 하더 데이 폴', '러브크래프트 컨트리', 'Da 5 블러드']","[618162, 82816, 581859]"
49,1590797,Sadie Sink,https://image.tmdb.org/t/p/w185/tEHNLdwPmxu3Ikkvq8I6FUfGdZL.jpg,"['기묘한 이야기', '피어 스트리트 파트 2: 1978', '더 웨일']","[66732, 591274, 785084]"
50,23532,Jason Bateman,https://image.tmdb.org/t/p/w185/8e6mt0vGjPo6eW52gqRuXy5YnfN.jpg,"['주토피아', '스트레스를 부르는 그 이름 직장상사', '게임 나이트']","[269149, 51540, 445571]"
51,1245,Scarlett Johansson,https://image.tmdb.org/t/p/w185/6bBCPmc55gzP7TR9Th4WbykrYd0.jpg,"['루시', '블랙 위도우', '캡틴 아메리카: 윈터 솔져']","[240832, 497698, 100402]"
52,18973,Mila Kunis,https://image.tmdb.org/t/p/w185/811vCRSr9s2MFwCIOo1jWHltu3R.jpg,"['블랙 스완', '19곰 테드', '배드 맘스']","[44214, 72105, 376659]"
53,65731,Sam Worthington,https://image.tmdb.org/t/p/w185/blKKsHlJIL9PmUQZB8f3YmMBW5Y.jpg,"['아바타', '핵소 고지', '타이탄']","[19995, 324786, 18823]"
54,10980,Daniel Radcliffe,https://image.tmdb.org/t/p/w185/iPg0J9UzAlPj1fLEJNllpW9IhGe.jpg,"['해리 포터와 마법사의 돌', '해리 포터와 비밀의 방', '해리 포터와 아즈카반의 죄수']","[671, 672, 673]"
55,9273,Amy Adams,https://image.tmdb.org/t/p/w185/1h2r2VTpoFb5QefAaBYYQgQzL9z.jpg,"['컨택트', '녹터널 애니멀스', '맨 오브 스틸']","[329865, 340666, 49521]"
56,22226,Paul Rudd,https://image.tmdb.org/t/p/w185/8eTtJ7XVXY0BnEeUaSiTAraTIXd.jpg,"['앤트맨', '앤트맨과 와스프', '어벤져스: 엔드게임']","[102899, 363088, 299534]"
57,15250,Hope Davis,https://image.tmdb.org/t/p/w185/t2cuZK3D4x2j2DaDbD5lu0SM2Lv.jpg,"['리얼 스틸', '캡틴 아메리카: 시빌 워', '그린랜드']","[39254, 271110, 524047]"
58,78110,Scott Adkins,https://image.tmdb.org/t/p/w185/9NRr2a1riIn5CWn5McZLJlk4vxR.jpg,"['닥터 스트레인지', '보이카: 언디스퓨티드 파이널', '원샷']","[284052, 348893, 811592]"
59,1522703,Hande Erçel,https://image.tmdb.org/t/p/w185/g1YsnfuYed5xw6MbXuMbVgM5vlw.jpg,"['러브 이즈 인 더 에어', 'Güneşin Kızları', 'Aşk Laftan Anlamaz']","[104877, 64164, 67570]"
60,1914924,Miles Wei,https://image.tmdb.org/t/p/w185/fT4v4LTDXGEFGHe7ZAaRTtqBFYM.jpg,"['하선생적연연불망', '누나의 첫사랑', '완미선생화차부다소저']","[128926, 98830, 110966]"
61,234352,Margot Robbie,https://image.tmdb.org/t/p/w185/euDPyqLnuwaWMHajcU3oZ9uZezR.jpg,"['버즈 오브 프레이: 할리 퀸의 황홀한 해방', '더 수어사이드 스쿼드', '더 울프 오브 월 스트리트']","[495764, 436969, 106646]"
62,192,Morgan Freeman,https://image.tmdb.org/t/p/w185/jPsLqiYGSofU4s6BjrxnefMfabb.jpg,"['쇼생크 탈출', '세븐', '루시']","[278, 807, 240832]"
63,3371804,Christine Bermas,https://image.tmdb.org/t/p/w185/zdFbplqeZbzgCJEJfnj1pPqVVH2.jpg,"['Scorpio Nights 3', 'Island of Desire', 'Relyebo']","[990485, 949983, 1027219]"
64,169337,Katherine LaNasa,https://image.tmdb.org/t/p/w185/a1T5Smn7sCEtV8NHvTa5WaxgOML.jpg,"['선거 캠페인', '프로즌 그라운드', '발렌타인 데이']","[77953, 199373, 32856]"
65,543261,Karen Gillan,https://image.tmdb.org/t/p/w185/kFLXcFdok3ShDxylr3WNreQphQm.jpg,"['가디언즈 오브 갤럭시', '쥬만지: 새로운 세계', '오큘러스']","[118340, 353486, 157547]"
66,2472212,Sae Bom,https://image.tmdb.org/t/p/w185/6q8WnNGmI9aB05rFW7AQQcqyWGq.jpg,"['화끈한 미용실', '옆집 누나의 맛', '어린 이모 3']","[748501, 660039, 665142]"
67,36819,Hayley Mills,https://image.tmdb.org/t/p/w185/ktiKpWhBy1O4F9DtB1YxUf3uGA1.jpg,"['페어런트 트랩', '폴리애나', '명탐정 디씨']","[19186, 31102, 20723]"
68,524,Natalie Portman,https://image.tmdb.org/t/p/w185/xcbZjjES1CnvMZMepbS5EaTDUzH.jpg,"['블랙 스완', '브이 포 벤데타', '토르: 천둥의 신']","[44214, 752, 10195]"
69,18277,Sandra Bullock,https://image.tmdb.org/t/p/w185/u2tnZ0L2dwrzFKevVANYT5Pb1nE.jpg,"['그래비티', '미니언즈', '버드 박스']","[49047, 211672, 405774]"
70,1813,Anne Hathaway,https://image.tmdb.org/t/p/w185/tLelKoPNiyJCSEtQTz1FGv4TLGc.jpg,"['인터스텔라', '악마는 프라다를 입는다', '거울나라의 앨리스']","[157336, 350, 241259]"
71,17521,Kelly Reilly,https://image.tmdb.org/t/p/w185/gof8bWW9E7MH30GpvA97PwGiIuu.jpg,"['플라이트', '셜록 홈즈', '이든 레이크']","[87502, 10528, 13510]"
72,86654,Austin Butler,https://image.tmdb.org/t/p/w185/zyizc36OayhIn3STXR8HXP0nnVm.jpg,"['엘비스', '원스 어폰 어 타임 인… 할리우드', '샨나라 연대기']","[614934, 466272, 64122]"
73,380,Robert De Niro,https://image.tmdb.org/t/p/w185/cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,"['조커', '택시 드라이버', '인턴']","[475557, 103, 257211]"
74,6614,Cole Hauser,https://image.tmdb.org/t/p/w185/1SNoIDILoXtAUJu4f7nDCPVQH5j.jpg,"['굿 윌 헌팅', '에이리언 2020', '분노의 질주 2']","[489, 2787, 584]"
75,934,Russell Crowe,https://image.tmdb.org/t/p/w185/fbzD4utSGJlsV8XbYMLoMdEZ1Fc.jpg,"['글래디에이터', '뷰티풀 마인드', '노아']","[98, 453, 86834]"
76,30084,Anna Torv,https://image.tmdb.org/t/p/w185/muZIxj33R2EEJhm28c9hBd0AiRk.jpg,"['프린지', '마인드헌터', '퍼시픽']","[1705, 67744, 16997]"
77,5292,Denzel Washington,https://image.tmdb.org/t/p/w185/cEU2Vrdo83izpGmOvbVAOz5jCof.jpg,"['더 이퀄라이저', '일라이', '플라이트']","[156022, 20504, 87502]"
78,2590519,Han Yi-seul,https://image.tmdb.org/t/p/w185/3VeE7R9ism39ZSftTeQ3hJdNI7F.jpg,"['비뇨기과 여의사들 2', '가슴 큰 울 엄마', '구멍동서']","[677115, 707610, 724109]"
79,1215399,Taylor Sheridan,https://image.tmdb.org/t/p/w185/enrOQII7bCIf7U0WbdxiuXGfzrs.jpg,"['시카리오:  암살자의 도시', '윈드 리버', '로스트 인 더스트']","[273481, 395834, 338766]"
80,2349944,Yoo Jung,https://image.tmdb.org/t/p/w185/an05J38LZGz3sdDe0CxxXUIGHe9.jpg,"['가슴 큰 여자친구', '어린 형수 5', '배달노출: 알몸으로 유혹하기']","[587727, 652575, 694943]"
81,1371263,Devan Long,https://image.tmdb.org/t/p/w185/qPZeVZqH1z7n5LVKVdzwXbAHe6s.jpg,"['앰뷸런스', '고스트', '스콜피온']","[763285, 126027, 60797]"
82,1356210,Millie Bobby Brown,https://image.tmdb.org/t/p/w185/2685xGmq68G6tmnUbfgSR6rywEV.jpg,"['에놀라 홈즈', '기묘한 이야기', '고질라 VS. 콩']","[497582, 66732, 399566]"
83,543530,Dave Bautista,https://image.tmdb.org/t/p/w185/ymn6iQBJbQZN6BYI60YJDXVP4gF.jpg,"['가디언즈 오브 갤럭시', '가디언즈 오브 갤럭시 Vol. 2', '아미 오브 더 데드']","[118340, 283995, 503736]"
84,118545,Dakota Johnson,https://image.tmdb.org/t/p/w185/qRPULEOXibPEmSljRRvnYHxXGBq.jpg,"['그레이의 50가지 그림자', '50가지 그림자: 해방', '50가지 그림자: 심연']","[216015, 337167, 341174]"
85,2374721,Han Seo-ah,https://image.tmdb.org/t/p/w185/x2aYtUJN3bHwvvyISrwNx5uJ41k.jpg,"['어린 처제 3', '딸의 친구 4']","[698009, 619433]"
86,17276,Gerard Butler,https://image.tmdb.org/t/p/w185/hAKPWWvUyvcfqPcoBG45c8NRr6e.jpg,"['300', '백악관 최후의 날', '드래곤 길들이기']","[1271, 117263, 10191]"
87,71070,Amanda Seyfried,https://image.tmdb.org/t/p/w185/gtBUIpZ3dvLpOMIVORxE6sHSyZj.jpg,"['인 타임', '디어 존', '맘마 미아! 2']","[49530, 22971, 458423]"
88,8984,Bill Pullman,https://image.tmdb.org/t/p/w185/nozp5ZCm4ikFb8Ih2J5ncpJFOfx.jpg,"['인디펜던스 데이', '스페이스볼', '로스트 하이웨이']","[602, 957, 638]"
89,2299,Josh Hartnett,https://image.tmdb.org/t/p/w185/9JS3PeypxTmHVXOnLCMRzJzySxO.jpg,"['블랙 호크 다운', '럭키 넘버 슬레븐', '써티 데이즈 오브 나이트']","[855, 186, 4513]"
90,10912,Eva Green,https://image.tmdb.org/t/p/w185/vwjOWfUeDk5fQr8jraKlR1Yfxxq.jpg,"['미스 페레그린과 이상한 아이들의 집', '007 카지노 로얄', '300: 제국의 부활']","[283366, 36557, 53182]"
91,56734,Chloë Grace Moretz,https://image.tmdb.org/t/p/w185/bUm9QkEoKECS58PJpPomNmEVWh4.jpg,"['킥 애스: 영웅의 탄생', '제5침공', '캐리']","[23483, 299687, 133805]"
92,2440,Bill Nighy,https://image.tmdb.org/t/p/w185/ixFI2YCGNGJfwlpI8iyhvVZRg8C.jpg,"['러브 액츄얼리', '캐리비안의 해적: 망자의 함', '어바웃 타임']","[508, 58, 122906]"
93,1974046,Rudy Pankow,https://image.tmdb.org/t/p/w185/drnXgJZ6BJUlBGUzGtpVHNXZLbL.jpg,"['언차티드', '아우터 뱅크스']","[335787, 100757]"
94,1172108,Mckenna Grace,https://image.tmdb.org/t/p/w185/4ZUnnSVv6w6aZ44On8ObgBOKsRo.jpg,"['애나벨 집으로', '어메이징 메리', '고스트 버스터즈 라이즈']","[521029, 400928, 425909]"
95,2037,Cillian Murphy,https://image.tmdb.org/t/p/w185/1txjjB7CFeiEUL60DKo0oG7u2v9.jpg,"['피키 블라인더스', '28일 후', '인셉션']","[60574, 170, 27205]"
96,2372,Ron Perlman,https://image.tmdb.org/t/p/w185/5QgcQkATx3ls2gw1Pffx1rI3eQ6.jpg,"['헬보이', '헬보이 2: 골든 아미', '라푼젤']","[1487, 11253, 38757]"
97,1190668,Timothée Chalamet,https://image.tmdb.org/t/p/w185/7ejM0s3hMZSnfibIX7OWXeQmRo.jpg,"['콜 미 바이 유어 네임', '듄', '더 킹: 헨리 5세']","[398818, 438631, 504949]"
98,73457,Chris Pratt,https://image.tmdb.org/t/p/w185/83o3koL82jt30EJ0rz4Bnzrt2dd.jpg,"['가디언즈 오브 갤럭시', '가디언즈 오브 갤럭시 Vol. 2', '쥬라기 월드']","[118340, 283995, 135397]"
99,26723,Katheryn Winnick,https://image.tmdb.org/t/p/w185/vQSqH3ybDWZHZIqX4NZKhOCXAhQ.jpg,"['바이킹스', '마크맨', '폴라']","[44217, 634528, 483906]"
100,62561,Tessa Thompson,https://image.tmdb.org/t/p/w185/87VoO5bW1FlsobqrOFE6RcydEvK.jpg,"['토르: 라그나로크', '크리드', '맨 인 블랙: 인터내셔널']","[284053, 312221, 479455]"
101,109513,Alexandra Daddario,https://image.tmdb.org/t/p/w185/lh5zibQXYH1MNqkuX8TmxyNYHhK.jpg,"['샌 안드레아스', '퍼시 잭슨과 번개도둑', '베이워치: SOS 해상 구조대']","[254128, 32657, 339846]"
102,1251069,Nathalie Emmanuel,https://image.tmdb.org/t/p/w185/uh8EIhxKJxK7xsJlWcIgBkqyAKq.jpg,"['분노의 질주: 더 익스트림', '분노의 질주: 더 얼티메이트', '분노의 질주: 더 세븐']","[337339, 385128, 168259]"
103,64,Gary Oldman,https://image.tmdb.org/t/p/w185/2v9FVVBUrrkW2m3QOcYkuhq9A6o.jpg,"['다크 나이트', '다크 나이트 라이즈', '다키스트 아워']","[155, 49026, 399404]"
104,3136,Salma Hayek,https://image.tmdb.org/t/p/w185/1qfYF7NGRObmeKR7IVXUFVIC0CN.jpg,"['장화신은 고양이: 끝내주는 모험', '프리다', '장화신은 고양이']","[315162, 1360, 417859]"
105,9281,Elizabeth Banks,https://image.tmdb.org/t/p/w185/zrkI1dYucpTM8Qydtrtro9MgQPb.jpg,"['헝거게임: 판엠의 불꽃', '레고 무비', '헝거게임: 캣칭 파이어']","[70160, 137106, 101299]"
106,30614,Ryan Gosling,https://image.tmdb.org/t/p/w185/lyUyVARQKhGxaxy0FbPJCQRpiaW.jpg,"['라라랜드', '블레이드 러너 2049', '드라이브']","[313369, 335984, 64690]"
107,2231,Samuel L. Jackson,https://image.tmdb.org/t/p/w185/nCJJ3NVksYNxIzEHcyC1XziwPVj.jpg,"['헤이트풀8', '펄프 픽션', '캡틴 마블']","[273248, 680, 299537]"
108,10205,Sigourney Weaver,https://image.tmdb.org/t/p/w185/flfhep27iBxseZIlxOMHt6zJFX1.jpg,"['에이리언', '아바타', '에이리언 2']","[348, 19995, 679]"
109,115150,Kaya Scodelario,https://image.tmdb.org/t/p/w185/uVp7VarM5GX08hfCEGt63OM5c5c.jpg,"['메이즈 러너', '메이즈 러너: 데스 큐어', '메이즈 러너: 스코치 트라이얼']","[198663, 336843, 294254]"
110,2050456,Dylan Wang,https://image.tmdb.org/t/p/w185/lj0KGutrA0MSJxgsjNzvIGMDnFX.jpg,"['유성화원', '창란결', '장야']","[79818, 130368, 83612]"
111,1158,Al Pacino,https://image.tmdb.org/t/p/w185/fMDFeVf0pjopTJbyRSLFwNDm8Wr.jpg,"['대부 2', '스카페이스', '대부']","[240, 111, 238]"
112,4960,Charles Bronson,https://image.tmdb.org/t/p/w185/w0C2Xa6PCQX83Iu2TxPjOCv8ufm.jpg,"['옛날 옛적 서부에서', '데스 위시', '대탈주']","[335, 13939, 5925]"
113,37625,Andrew Garfield,https://image.tmdb.org/t/p/w185/9hJ59ogLxgcZDkvfGcjLHqbB5Pl.jpg,"['어메이징 스파이더맨', '핵소 고지', '어메이징 스파이더맨 2']","[1930, 324786, 102382]"
114,887,Owen Wilson,https://image.tmdb.org/t/p/w185/ntN3DL1Us5G2PCvlfq112vLXRKa.jpg,"['카', '미드나잇 인 파리', '카 3: 새로운 도전']","[920, 59436, 260514]"
115,1202534,Sadie Sandler,https://image.tmdb.org/t/p/w185/nGHtlLj4m2TZcRCOyuRlrtITUTY.jpg,"['몬스터 호텔', '몬스터 호텔 2', '몬스터 호텔 3']","[76492, 159824, 400155]"
116,1468490,Kang Eun-hye,https://image.tmdb.org/t/p/w185/39GYBqGd7yHliYO1zfsdwtkPWZI.jpg,"['착한 처제', 'P.S. 걸']","[387844, 386861]"
117,518,Danny DeVito,https://image.tmdb.org/t/p/w185/uLW4Y9yjtwxtVmcJfwHZ7sKJai4.jpg,"['뻐꾸기 둥지 위로 날아간 새', '마틸다', '배트맨 리턴즈']","[510, 10830, 364]"
118,9780,Angela Bassett,https://image.tmdb.org/t/p/w185/7Oz53NKdglRzAzI2MKjM3eQXwn.jpg,"['블랙 팬서', '런던 해즈 폴른', '그린 랜턴: 반지의 선택']","[284054, 267860, 44912]"
119,2450028,Jeff Satur,https://image.tmdb.org/t/p/w185/hGLJsRax0pRI8ZP1yzRVyrRXPwl.jpg,"['킨포르쉐 더 시리즈 : 라 포르테', 'ส่วนผสมที่ลงตัว']","[117067, 101422]"
120,94423,Shantel VanSanten,https://image.tmdb.org/t/p/w185/pVSQcngGClHnZhOLedgtkj3tVob.jpg,"['파이널 데스티네이션 4', '더블 타겟', '포 올 맨카인드']","[19912, 66857, 87917]"
121,8784,Daniel Craig,https://image.tmdb.org/t/p/w185/iFerDZUmC5Fu26i4qI8xnUVEHc7.jpg,"['007 스카이폴', '나이브스 아웃', '007 스펙터']","[37724, 546554, 206647]"
122,117642,Jason Momoa,https://image.tmdb.org/t/p/w185/6dEFBpZH8C8OijsynkSajQT99Pb.jpg,"['아쿠아맨', '잭 스나이더의 저스티스 리그', '어둠의 나날']","[297802, 791373, 80752]"
123,10990,Emma Watson,https://image.tmdb.org/t/p/w185/tvPPRGzAzdQFhlKzLbMO1EpuTJI.jpg,"['미녀와 야수', '해리 포터와 마법사의 돌', '해리 포터와 비밀의 방']","[321612, 671, 672]"
124,81388,Steve Howey,https://image.tmdb.org/t/p/w185/7pkqToPpwV6id92cHDwigS77qdv.jpg,"['신부들의 전쟁', '스탠 헬싱', '쉐임리스']","[10521, 23988, 34307]"
125,1397778,Anya Taylor-Joy,https://image.tmdb.org/t/p/w185/aSOvCmB1nsl19IqrjuuWwaguvDh.jpg,"['23 아이덴티티', '더 위치', '퀸스 갬빗']","[381288, 310131, 87739]"
126,1344344,Storm Reid,https://image.tmdb.org/t/p/w185/wA8cntFil1AuwusEZXLH9o898m1.jpg,"['인비저블맨', '시간의 주름', '유포리아']","[570670, 407451, 85552]"
127,1283,Helena Bonham Carter,https://image.tmdb.org/t/p/w185/DDeITcCpnBd0CkAIRPhggy9bt5.jpg,"['파이트 클럽', '해리 포터와 불사조 기사단', '해리 포터와 혼혈왕자']","[550, 675, 767]"
